experiment,c,T_PM,d50,d90,d10,T_TM,mf_PM,mf_TM,Q_g,w_crystal,c_in,T_PM_in,T_TM_in
file_79990.txt,0.18207132333579704,314.0581296449896,0.0004666008433775635,0.00044471676460345016,0.0003067728085018643,313.7832220949478,0.0004370061512956205,0.00834509778907281,5.264435443564759e-07,0.005619130822335311,0.18999999999999997,323.15,323.15
file_81731.txt,0.17938766485975258,311.45623088383815,0.0004095858477758169,0.00048636392043160156,0.0004429239652091905,311.0801050682925,0.0005060930823804865,0.006961693177580507,4.792332110371531e-07,0.005980037593940474,0.18999999999999997,323.15,323.15
file_82278.txt,0.17537462892140665,316.03983962031066,0.0004321084513280482,0.00041592088551470596,0.0003979662199649529,315.86422875821324,0.00045484652724105676,0.011080282904111678,3.8126490308001657e-07,0.005363347491344269,0.17695047308712,323.12063736011265,323.12063736011265
file_83091.txt,0.1832798420116252,314.6930333145616,0.0003718657081470576,0.0004414753363205792,0.00034671627185677554,314.3631448821607,0.0005397834016894959,0.008518516641173878,5.514043331095266e-07,0.006213502279289799,0.18999999999999997,323.15,323.15
file_86885.txt,0.17436429631346176,314.7498740972012,0.00039729714864268384,0.00043787327263503486,0.0004043119482513884,314.5006415389232,0.0004286812588867659,0.0094237777969547,5.582665606626033e-07,0.006609531719982242,0.17695047308712,323.12063736011265,323.12063736011265
file_87385.txt,0.17437789950941704,312.11353961937726,0.0004018293930469928,0.0005300716970427693,0.00036670176275834334,311.77690603309196,0.0005052952946889886,0.006545104987090408,6.441341064439594e-07,0.004039588838226596,0.17695047308712,323.12063736011265,323.12063736011265
file_87603.txt,0.17593543841184267,316.31292496493387,0.00037060207579553005,0.0005205556824200724,0.0003661636155197374,316.06559416398557,0.000589446529333825,0.010449240439275555,4.776385256595664e-07,0.006220832893612646,0.17695047308712,323.12063736011265,323.12063736011265
file_88407.txt,0.17500670395399087,314.4190900739884,0.0004026534127108765,0.0004265942070641416,0.0003585127655359407,314.1085570608245,0.0004974302424230821,0.00908826119509414,4.988604627473385e-07,0.004927514638040059,0.17695047308712,323.12063736011265,323.12063736011265
file_90200.txt,0.1755682672647978,316.2901291696283,0.00039397373877891396,0.0004904083784211249,0.0003381043635523959,316.06073889200366,0.0005319521745376529,0.010920706807562082,4.4770983947863347e-07,0.0054437567959820235,0.17695047308712,323.12063736011265,323.12063736011265
file_9102.txt,0.1727922641959094,312.6271757620665,0.0003794369530523213,0.00053630286733123,0.00038316448260697166,312.19363496395135,0.0005743538592483551,0.007967206581638669,6.057646342849999e-07,0.006071137590475688,0.17695047308712,323.12063736011265,323.12063736011265
file_92216.txt,0.17578502300732804,315.973621694837,0.0003811865788438729,0.0005069612470223363,0.00035616120059329194,315.71431829249786,0.0005249089281907401,0.010507457243726457,5.169465873284055e-07,0.003958543388219697,0.17695047308712,323.12063736011265,323.12063736011265
file_92329.txt,0.17322386851679095,313.84743959923867,0.0004112542851107983,0.0005103828944624112,0.00035272397073294714,313.50256323002986,0.0006325634559544852,0.00929125394930434,5.828090721647383e-07,0.006561439366235467,0.17695047308712,323.12063736011265,323.12063736011265
file_92454.txt,0.17373599610652712,313.9149408305873,199.99966481392516,199.99954335110164,200.00100371422107,313.637369986419,0.0005911466696992211,0.008506376570533974,5.361457943593797e-07,0.006699867521326621,0.17695047308712,323.12063736011265,323.12063736011265
file_92834.txt,0.17461901132239768,314.88010325028637,0.00048277931335454513,0.000491986490960908,0.00036311171626728523,314.63576135525085,0.00039734505756482466,0.010563319984518132,4.872162750967774e-07,0.005260428433887678,0.17695047308712,323.12063736011265,323.12063736011265
file_96463.txt,0.18130363168869543,313.00522637912104,199.99964381022147,200.00077576605347,200.00025696838344,312.68716050370955,0.0005233466608727469,0.008888058735085082,5.643916044234892e-07,0.005626768938903896,0.18999999999999997,323.15,323.15
file_96991.txt,0.18243372801439134,313.7790351044091,0.00043809294459291095,0.0004447089599260588,0.0003316814937965208,313.52845013235253,0.0004638621596529879,0.00866615976562736,5.001401178236857e-07,0.00509913373971585,0.18999999999999997,323.15,323.15
file_971.txt,0.18236101059452273,313.5628782824423,200.0004862268785,200.00061885275662,200.00057561841123,313.269053320729,0.00045841519857084525,0.007907526076946373,5.897144079110024e-07,0.005690977586611439,0.18999999999999997,323.15,323.15
file_97857.txt,0.17462727471975198,314.2229908920437,0.00044367422626760976,0.0004509329258861648,0.00034529117891310857,313.87928130717097,0.0005787101643929364,0.008808754514206077,5.461728457453402e-07,0.006346136160295453,0.17695047308712,323.12063736011265,323.12063736011265
file_9803.txt,0.16935089233455305,308.3880969138887,0.00041435010585636113,0.0005155701344694313,0.0003982769980386583,307.90752648457845,0.0005207819111653898,0.004861950561049378,5.906794930289303e-07,0.0070013674712116,0.17695047308712,323.12063736011265,323.12063736011265
file_9985.txt,0.18036475298207932,312.4378710058629,0.0003973368455733933,0.0005387644122590603,0.0003384096197721245,312.14740961509193,0.000475370546558659,0.007443778903291427,4.258016838729477e-07,0.005309863550825217,0.18999999999999997,323.15,323.15
